Index,Artist,Title,Mood,Lyrics
Woman, you make me frown
Long legged lady with a black dress on
On my knees, mama please
I'm a regal man 
I'll do what I can
To t-t-take you to the promised land

A sun king, baby
Let me take you by the hand
Yeah, sun king, honey
We can rule across this land
I'm a sun king, baby, baby
With you, I'll share my throne
A sun king, honey
I can't make it on my own, yeah

Let me tell you people
Now, listen good
City crawling like a tired dog, yeah
Cult children in the house of the dawn, yeah
Time was wasted 'cause it's gone too fast
Time was wasted 'cause it's gone too fast
I see the sun begin to shine
I see the sun begin to shine

Sun king, baby, ow
Let me take you by the hand
Oh, sun king, honey
We can rule across the land
I'm a sun king, baby, yeah yeah
With you, I'll share my throne
Sun king, honey
I can't make it on my own, yeah

I'm a sun king, baby

Sun king
Sun king, baby..."

ML945,Craig Morgan,God Must Really Love Me,pos,"There's been times I've let my faith run thin
Not been the man I should have been
After all the trouble I've been in, I'da gave up on me
I've lived hard and I've lived fast
Lost things I will never get back
Cause someone to look past all of that
God must really love me

When I look at the miracles around me
At the way that I live and the way He forgives
I know He's up there smiling down on me
And I believe the only reason why
I'm still alive is
God must really love me

Wake up and feel you by my side
The perfect girl, the perfect time
And see the way our future shines
God must really love me

When I look at the miracles around me
At the dream that I live and the gift that he gives
I know he's up there smiling down on me
And I believe the only reason why
I get to live this life is God must really love me

When I showed the worst, He saw the best
He pulled the world right off my chest
Every day I wake up I feel blessed
Yeah, I feel so blessed
God must really love me
God must really love me
God must really love me"

ML947,David Kersh,Goodnight Sweetheart,pos,"Window Seat 30,000 Feet Above The Ground
Blue Moon Beams On Silver Wings Bring Me Down
Slipping Off my coat for the long night flight
I find a note she wrote last night
I can almost hear those words as I close my eyes

Goodnight Sweetheart sleep tight, wherever you are
God hold you in his arms while we're apart
Tho your far away your love will stay tucked away here in my heart
Goodnight Sweetheart sleep tight wherever you are

These days I leave, the one who needs me more and more it seems
It's a high price that she pays for the dreams I dream

So Goodnight Sweetheart sleep tight, wherever you are
God hold you in his arms while we're apart
Tho your far away your love will stay tucked away herre in my heart
Goodnight Sweetheart sleep tight wherever you are"

ML948,Robert Earl Keen,Something I Do,pos,"I am the king of burning daylight, holdin' my own
I've been doin' alright, leaving well enough alone
My Daddy told me I was lazy, my momma said, I love you too

I kind of like just, doin' nothing
It's something that I do
I kind of like just, doin' nothing
It's something that I do

I read the sports page, make some coffee, turn the TV on
I feed the gold fish, fix a sandwich, ignore the telephone
My baby tells me, you're so lazy, my baby say we love you too

I kind of like just, doin' nothing
It's something that I do
(He kind of likes just doin' nothing)
It's something that I do

I got a cabin and a campfire, stars up in the sky (""sky"" echoes)
I got a ummm, good hearted woman, I think I'm getting by
I tell my baby, I am the ?barritz?, my baby says you move me too

I kind of like just, doin' nothing
It's something that I do
(He kind of likes just doin' nothing)
It's something that I do

Alright
(Instrumental)

I love a clear day, an open highway, a lonesome fiddle tune
I love a party, with friends and family, napping in the afternoon
I might be lazy, I ain't crazy, I love my baby, she loves me too

I kind of like (he kind of likes just), just doin' nothing
It's something that I do
I kind of like (he kind of likes just), just doin' nothing
It's something that I do
(He kind of likes just doin' nothing)
It's something that I do
(He kind of likes just doin' nothing)
It's something that I do
Alright"

ML949,Willie Nelson,Uncloudy Day,pos,"O they tell me of a home far beyond the skies
And they tell me of a home far away
O they tell me of a home where no storm clouds rise
O they tell me of an uncloudy day

O the land of cloudless day
O the land of an unclouded sky
O they tell me of a home where no storm clouds rise
O they tell me of an uncloudy day

O they tell me of a home where my friends have gone
And they tell me of that land far away
Where the tree of life in eternal bloom
Sheds its fragrance through the uncloudy day

O the land of cloudless day
O the land of an unclouded sky
O they tell me of a home where no storm clouds rise
O they tell me of an uncloudy day

O they tell me of a King in His beauty there
And they tell me that mine eyes shall behold
Where He sits on the throne that is whiter than snow
In the city that is made of gold

O the land of cloudless day
O the land of an unclouded sky
O they tell me of a home where no storm clouds rise
O they tell me of an uncloudy day

O they tell me that He smiles on His children there
And His smile drives their sorrows all away
And they tell me that no tears ever come again
In that lovely land of uncloudy day

O the land of cloudless day
O the land of an unclouded sky
O they tell me of a home where no storm clouds rise
O they tell me of an uncloudy day"

ML954,Christine McVie,Got A Hold On Me,pos,"You're lifting me up
Never let me down
And I smile
Whenever you're around

Ooh and I've got a feeling
It'll work out right
Can't stop thinking about you
Every day and night 

Ooh, I got a love (I got somebody)
This love (got a hold on me)
Yeah, I got a love (I got somebody)
This love (got a hold on me)

Well, I've been in love
And I've lost
I can count the tears
But I can't count the cost

Oh, I've been down
I've been used
Now I know, I know, I know
That I just can't lose

Ooh, I got a love (I got somebody)
This love (got a hold on me)
Yeah, I got a love (I got somebody)
This love (got a hold on me)

Yeah, I got a love (I got somebody)
This love (got a hold on me)
Ooh, I got a love (I got somebody)
This love (got a hold on me)

Yeah, I got a love (I got somebody)
This love (got a hold on me)
Ooh, I got a love (I got somebody)
This love (got a hold on me)

I got a love (I got somebody)
This love's got a hold on me
I got a love (I got somebody)
This love (got a hold on me)

Ooh, I got a love (I got somebody)
This love (got a hold on me)
I got a love (I got somebody)
This love's got a hold on me"

ML955,Chic,I Want Your Love,pos,"I want your love, I want your love
I want your love, I want your love

Do you feel like you ever want
To try my love and see how well it fits
Baby, can't you see when you look at me
I can't kick this feeling when it hits

All alone in my bed at night
I grab my pillow and squeeze it tight
I think of you and I dream of you
All of the time, what am I gonna do

I want your love, I want your love
I want your love, I want your love
I want your love, I want your love
I want your love, I want your love

Sometimes, don't you feel
Like you never really had a love that's real
Well, here I am, and who's to say
A better love you won't find today

Just one chance and I will show you love
Like no other, two steps above
On your ladder I'll be a peg
I want your loving, please don't make me beg

I want your love, I want your love
I want your love, I want your love
I want your love, I want your love
I want your love, I want your love

I want your love, I need your love
I'll share my dreams and make you see
How really bad your love I need

I want your love, I need your love
Just like the birds in the sky above
I'll share my dreams and make you see
How really bad your love I need

I want your love, I want your love
I want your love, I want your love
I want your love, I want your love
I want your love, I want your love"

ML960,Murder By Death,Comin' Home,pos,"By the light of the moon, I'm comin' home
Howlin' all the way, I'm comin' home
On my hands and knees, I'm comin' home
I know when I've been beat, yeah, I'm comin' home
By the skin of my teeth, I'm comin' home
By the soles of my feet, you know I'm comin' home

I'm comin' home, but I ain't comin' home for you

I'm ridin' out the wind, I'm comin' home
It don't matter where I've been, I'm comin' home
Crawlin' on all fours, I'm comin' home
Turnin' brick walls into doors, I'm comin' home
