,title,artist,valence,arousal,dominance,sd_valence,sd_arousal,sd_dominance,empty,empty,empty,empty,unknown,total_number_of_words,emotional_impact_words,empty,norm_valence,norm_arousal,norm_dominance,empty,empty,empty,empty,empty,empty,empty,norm_unknown,norm_total,norm_emotional_impact,empty,genre,year
b3060,carnival,natalie merchant,5.36796875,4.309218750000001,5.265156250000002,1.5839062500000007,2.33390625,2.10875,0,0,0,0,45,109,64,0,59.64409722222222,47.88020833333334,58.501736111111136,0,0,0,0,0,0,0,41.284403669724774,100,58.71559633027523,0.0,1,1995
b3061,you dont know how it feels,tom petty,5.957313432835819,3.8282089552238814,5.6362686567164175,1.6567164179104479,2.2697014925373122,2.1082089552238807,0,0,0,0,35,102,67,0,66.19237147595354,42.535655058043126,62.625207296849084,0,0,0,0,0,0,0,34.31372549019608,100,65.68627450980392,0.0,1,1995
b3062,back for good,take that,5.696186440677964,4.089491525423731,5.452542372881359,1.664915254237288,2.1999152542372884,2.3135593220338992,0,0,0,0,71,189,118,0,63.290960451977384,45.43879472693035,60.58380414312621,0,0,0,0,0,0,0,37.56613756613756,100,62.43386243386243,0.0,1,1995
b3063,tootsee roll,69 boyz,5.994352941176481,3.7948627450980394,5.560627450980397,1.6348235294117643,2.3168627450980375,2.1581960784313767,0,0,0,0,168,423,255,0,66.60392156862757,42.165141612200436,61.784749455337746,0,0,0,0,0,0,0,39.71631205673759,100,60.28368794326241,0.0,1,1995
b3064,you want this,janet jackson,6.133175675675678,4.309594594594595,5.760743243243239,1.5895270270270279,2.272972972972973,2.226554054054056,0,0,0,0,70,218,148,0,68.14639639639641,47.88438438438439,64.0082582582582,0,0,0,0,0,0,0,32.11009174311927,100,67.88990825688074,0.0,1,1995
b3065,tell me,groove theory,6.297281553398057,4.1561165048543725,5.681262135922333,1.62,2.3814563106796123,2.2339805825242722,0,0,0,0,51,154,103,0,69.96979503775619,46.179072276159694,63.12513484358148,0,0,0,0,0,0,0,33.116883116883116,100,66.88311688311688,0.0,1,1995
b3066,cant you see,total featuring the notorious big,6.123949579831931,4.278739495798323,5.5342016806722665,1.7151260504201682,2.465798319327732,2.327310924369748,0,0,0,0,128,247,119,0,68.04388422035478,47.5415499533147,61.49112978524741,0,0,0,0,0,0,0,51.821862348178136,100,48.178137651821864,0.0,1,1995
b3067,all i wanna do,sheryl crow,6.17758620689655,4.230603448275862,5.852758620689654,1.653620689655171,2.3362931034482766,2.1190517241379303,0,0,0,0,99,215,116,0,68.639846743295,47.00670498084291,65.03065134099614,0,0,0,0,0,0,0,46.04651162790698,100,53.95348837209303,0.0,1,1995
b3068,this lil game we play,subway featuring 702,6.18782178217822,4.06603960396039,5.682277227722769,1.5711881188118804,2.2843564356435637,2.1504455445544544,0,0,0,0,58,260,202,0,68.7535753575358,45.17821782178211,63.13641364136409,0,0,0,0,0,0,0,22.30769230769231,100,77.6923076923077,0.0,3,1995
b3069,come and get your love,real mccoy,6.348161764705882,4.122352941176474,5.7704411764705865,1.5252205882352905,2.3610294117647066,2.1834558823529417,0,0,0,0,70,206,136,0,70.53513071895424,45.80392156862749,64.11601307189541,0,0,0,0,0,0,0,33.980582524271846,100,66.01941747572816,0.0,1,1995
b3070,this aint a love song,bon jovi,5.6372727272727285,4.702159090909095,5.107386363636365,1.6463636363636356,2.505454545454545,2.1994318181818175,0,0,0,0,108,196,88,0,62.636363636363654,52.24621212121217,56.748737373737384,0,0,0,0,0,0,0,55.10204081632652,100,44.89795918367347,0.0,1,1995
b3071,secret,madonna,5.912820512820512,4.331025641025639,5.608974358974359,1.8315384615384613,2.413846153846154,2.4053846153846163,0,0,0,0,118,157,39,0,65.6980056980057,48.1225071225071,62.32193732193733,0,0,0,0,0,0,0,75.15923566878982,100,24.840764331210192,0.0,1,1995
b3072,players anthem,junior mafia featuring the notorious big,5.365230125523008,4.444016736401674,5.32196652719665,1.750794979079496,2.4413807531380756,2.1355648535564864,0,0,0,0,143,382,239,0,59.613668061366766,49.37796373779638,59.1329614132961,0,0,0,0,0,0,0,37.43455497382199,100,62.56544502617801,0.0,1,1995
b3073,feel me flow,naughty by nature,5.630484848484851,4.230000000000003,5.62242424242424,1.6627878787878783,2.358121212121212,2.134909090909091,0,0,0,0,108,273,165,0,62.560942760942794,47.00000000000003,62.47138047138045,0,0,0,0,0,0,0,39.56043956043956,100,60.43956043956044,0.0,1,1995
b3074,every day of the week,jade,6.321157894736843,3.9685263157894752,5.581052631578941,1.6075789473684219,2.3822105263157907,2.2530526315789468,0,0,0,0,251,346,95,0,70.23508771929826,44.09473684210528,62.01169590643268,0,0,0,0,0,0,0,72.54335260115607,100,27.45664739884393,0.0,1,1995
b3075,the sweetest days,vanessa williams,6.0275000000000025,4.2411363636363655,5.500227272727273,1.6804545454545456,2.382045454545455,2.150227272727273,0,0,0,0,33,77,44,0,66.97222222222224,47.12373737373739,61.113636363636374,0,0,0,0,0,0,0,42.857142857142854,100,57.14285714285714,0.0,1,1995
b3076,short dick man,20 fingers featuring gillette,5.33263157894737,4.482368421052634,4.992368421052628,1.6386842105263149,2.296315789473685,2.2753947368421072,0,0,0,0,110,186,76,0,59.25146198830411,49.804093567251485,55.47076023391809,0,0,0,0,0,0,0,59.13978494623656,100,40.86021505376344,0.0,1,1995
b3077,brokenhearted,brandy featuring wanya morris,5.205135135135138,4.38891891891892,4.957297297297298,1.6310810810810816,2.5295945945945943,2.172837837837839,0,0,0,0,48,122,74,0,57.834834834834865,48.76576576576578,55.081081081081095,0,0,0,0,0,0,0,39.34426229508197,100,60.65573770491803,0.0,1,1995
b3078,no more i love yous,annie lennox,6.049830508474574,4.495932203389832,5.813728813559325,1.6710169491525424,2.524745762711865,2.211864406779661,0,0,0,0,56,115,59,0,67.22033898305081,49.954802259887025,64.59698681732583,0,0,0,0,0,0,0,48.69565217391305,100,51.30434782608696,0.0,1,1995
b3079,you used to love me,faith evans,6.668607594936712,4.051772151898734,5.763037974683544,1.4729113924050632,2.414050632911391,2.3311392405063285,0,0,0,0,59,138,79,0,74.09563994374125,45.01969057665261,64.03375527426161,0,0,0,0,0,0,0,42.7536231884058,100,57.2463768115942,0.0,1,1995
b3080,constantly,immature,6.187246376811597,3.9911594202898564,5.558840579710144,1.7191304347826093,2.3772463768115957,2.2055072463768113,0,0,0,0,71,140,69,0,68.7471819645733,44.3462157809984,61.76489533011271,0,0,0,0,0,0,0,50.71428571428571,100,49.28571428571429,0.0,1,1995
b3081,hold me thrill me kiss me kill me,u2,5.586140350877193,4.7896491228070195,5.307192982456141,1.6478947368421049,2.3542105263157893,2.224736842105264,0,0,0,0,41,98,57,0,62.0682261208577,53.21832358674466,58.96881091617935,0,0,0,0,0,0,0,41.83673469387755,100,58.16326530612245,0.0,1,1995
b3082,100 pure love,crystal waters,6.040476190476195,4.1832142857142856,5.652380952380957,1.6579761904761903,2.4358333333333335,2.1579761904761896,0,0,0,0,78,162,84,0,67.11640211640217,46.48015873015873,62.80423280423286,0,0,0,0,0,0,0,48.148148148148145,100,51.85185185185185,0.0,1,1995
b3083,ask of you,raphael saadiq,6.586115107913671,4.416402877697845,5.820359712230211,1.558201438848922,2.469712230215828,2.2544604316546764,0,0,0,0,95,234,139,0,73.17905675459635,49.07114308553161,64.67066346922456,0,0,0,0,0,0,0,40.598290598290596,100,59.401709401709404,0.0,1,1995
b3084,sugar hill,az,6.081530054644808,4.18814207650273,5.787814207650271,1.7338251366120223,2.399289617486339,2.1823497267759557,0,0,0,0,140,323,183,0,67.57255616272009,46.53491196114145,64.30904675166968,0,0,0,0,0,0,0,43.343653250774,100,56.656346749226,0.0,1,1995
b3085,good,better than ezra,6.712222222222219,3.8115555555555547,6.004444444444444,1.542444444444444,2.432888888888889,2.0837777777777795,0,0,0,0,79,124,45,0,74.58024691358021,42.350617283950605,66.71604938271605,0,0,0,0,0,0,0,63.70967741935484,100,36.29032258064516,0.0,1,1995
b3086,brown sugar,dangelo,6.213292682926827,4.312804878048782,5.780121951219509,1.6790243902439022,2.382317073170732,2.155853658536585,0,0,0,0,45,127,82,0,69.03658536585364,47.92005420054202,64.22357723577232,0,0,0,0,0,0,0,35.43307086614173,100,64.56692913385827,0.0,1,1995
b3087,turn the beat around,gloria estefan,6.2090298507462665,4.190597014925376,5.892835820895521,1.4875373134328342,2.3871641791044795,2.1659701492537313,0,0,0,0,54,188,134,0,68.9892205638474,46.5621890547264,65.47595356550579,0,0,0,0,0,0,0,28.723404255319153,100,71.27659574468085,0.0,1,1995
b3088,til you do me right,after 7,6.022142857142854,4.193979591836737,5.771326530612245,1.5818367346938784,2.3784693877551017,2.1457142857142864,0,0,0,0,119,217,98,0,66.91269841269838,46.599773242630405,64.12585034013605,0,0,0,0,0,0,0,54.83870967741935,100,45.16129032258064,0.0,1,1995
b3089,1st of tha month,bone thugsnharmony,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1995
b3090,like the way i do,melissa etheridge,5.960353982300886,4.462389380530974,5.553982300884954,1.6218584070796451,2.441150442477875,2.133805309734512,0,0,0,0,44,157,113,0,66.22615535889874,49.582104228121935,61.71091445427727,0,0,0,0,0,0,0,28.02547770700637,100,71.97452229299363,0.0,1,1995
b3091,i live my life for you,firehouse,6.551090909090907,4.2129090909090925,5.826363636363634,1.6223636363636356,2.308,2.1350909090909096,0,0,0,0,55,110,55,0,72.78989898989897,46.81010101010102,64.73737373737372,0,0,0,0,0,0,0,50.0,100,50.0,0.0,1,1995
b3092,dream about you,stevie b,6.528615384615384,4.189692307692311,5.767230769230768,1.6501538461538463,2.442923076923077,2.1940000000000004,0,0,0,0,58,123,65,0,72.54017094017094,46.55213675213678,64.08034188034186,0,0,0,0,0,0,0,47.15447154471545,100,52.84552845528455,0.0,1,1995
b3093,cotton eye joe,rednex,5.702297297297295,3.9274324324324326,5.382162162162163,1.529729729729731,2.3070270270270266,2.120405405405405,0,0,0,0,103,177,74,0,63.35885885885883,43.63813813813814,59.80180180180181,0,0,0,0,0,0,0,58.19209039548022,100,41.80790960451977,0.0,1,1995
b3094,thank you,boyz ii men,6.592999999999997,4.010299999999998,6.283499999999998,1.5329999999999986,2.301999999999999,1.9479000000000002,0,0,0,0,141,241,100,0,73.25555555555553,44.558888888888866,69.81666666666665,0,0,0,0,0,0,0,58.50622406639005,100,41.49377593360996,0.0,1,1995
b3095,ill stand by you,the pretenders,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,100,0.0,0.0,1,1995
b3096,i miss you,n ii u,5.884597701149426,4.173793103448277,5.618850574712643,1.5996551724137933,2.4251724137931054,2.038275862068966,0,0,0,0,37,124,87,0,65.38441890166028,46.37547892720308,62.4316730523627,0,0,0,0,0,0,0,29.838709677419356,100,70.16129032258065,0.0,3,1995
b3097,give it 2 you,da brat,5.778897637795276,4.372125984251968,5.50251968503937,1.618031496062993,2.350393700787402,2.1645669291338594,0,0,0,0,135,262,127,0,64.20997375328085,48.57917760279965,61.13910761154855,0,0,0,0,0,0,0,51.526717557251914,100,48.473282442748086,0.0,1,1995
b3098,best friend,brandy,5.919844961240312,3.781472868217059,5.705348837209297,1.7802325581395346,2.309224806201551,2.0586046511627916,0,0,0,0,111,240,129,0,65.77605512489235,42.01636520241177,63.39276485788108,0,0,0,0,0,0,0,46.25,100,53.75,0.0,1,1995
b3099,misery,soul asylum,4.967500000000002,4.3675,5.079772727272727,1.5470454545454544,2.371818181818183,2.2129545454545454,0,0,0,0,27,71,44,0,55.19444444444447,48.52777777777778,56.44191919191919,0,0,0,0,0,0,0,38.028169014084504,100,61.97183098591549,0.0,1,1995
b3100,cant stop lovin you,van halen,5.782222222222223,4.135079365079365,5.716507936507935,1.5899999999999999,2.377936507936509,2.201269841269841,0,0,0,0,73,136,63,0,64.24691358024693,45.945326278659614,63.51675485008817,0,0,0,0,0,0,0,53.67647058823529,100,46.32352941176471,0.0,1,1995
b3101,macarena bayside boys mix,los del r'io,5.769545454545458,4.189999999999999,5.247727272727271,1.9672727272727286,2.42590909090909,2.026363636363637,0,0,0,0,318,362,44,0,64.10606060606065,46.55555555555554,58.308080808080796,0,0,0,0,0,0,0,87.84530386740332,100,12.154696132596685,0.0,1,1996
b3102,one sweet day,mariah carey and boyz ii men,6.29934426229508,3.9678688524590155,5.684098360655737,1.6575409836065562,2.4162295081967207,2.049672131147541,0,0,0,0,65,126,61,0,69.9927140255009,44.08743169398906,63.15664845173041,0,0,0,0,0,0,0,51.587301587301596,100,48.41269841269841,0.0,1,1996
b3103,because you loved me,celine dion,6.066404494382022,4.126292134831462,5.797078651685396,1.774269662921348,2.4241573033707877,2.2050561797752803,0,0,0,0,81,170,89,0,67.40449438202246,45.84769038701624,64.41198501872663,0,0,0,0,0,0,0,47.647058823529406,100,52.352941176470594,0.0,1,1996
b3104,nobody knows,the tony rich project,5.8962921348314605,3.981685393258428,5.56449438202247,1.5746067415730343,2.387977528089888,2.055505617977529,0,0,0,0,81,170,89,0,65.51435705368289,44.240948813982534,61.827715355805225,0,0,0,0,0,0,0,47.647058823529406,100,52.352941176470594,0.0,3,1996
b3105,always be my baby,mariah carey,5.8783185840707946,3.941150442477879,5.458672566371683,1.658849557522123,2.3610619469026544,2.16212389380531,0,0,0,0,94,207,113,0,65.31465093411994,43.790560471976434,60.65191740412982,0,0,0,0,0,0,0,45.410628019323674,100,54.589371980676326,0.0,1,1996
b3106,give me one reason,tracy chapman,6.081320754716979,3.934622641509433,5.6912264150943415,1.6460377358490554,2.209905660377358,2.236415094339623,0,0,0,0,57,163,106,0,67.57023060796644,43.718029350104814,63.2358490566038,0,0,0,0,0,0,0,34.96932515337423,100,65.03067484662577,0.0,1,1996
b3107,tha crossroads,bone thugsnharmony,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3108,i love you always forever,donna lewis,6.630746268656719,4.332537313432838,5.73074626865672,1.6049253731343283,2.601940298507462,2.354029850746267,0,0,0,0,131,198,67,0,73.67495854063021,48.139303482587096,63.67495854063023,0,0,0,0,0,0,0,66.16161616161617,100,33.83838383838384,0.0,1,1996
b3109,youre makin me high  let it flow,toni braxton,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3110,twisted,keith sweat,6.053333333333332,4.350555555555557,5.528703703703705,1.6512962962962965,2.380555555555555,2.232407407407408,0,0,0,0,38,92,54,0,67.25925925925924,48.33950617283952,61.43004115226339,0,0,0,0,0,0,0,41.30434782608695,100,58.69565217391305,0.0,1,1996
b3111,cmon n ride it the train,quad city djs,6.118878048780489,4.182243902439025,5.599756097560978,1.6489756097560966,2.3316585365853646,2.03921951219512,0,0,0,0,125,330,205,0,67.98753387533877,46.46937669376695,62.21951219512198,0,0,0,0,0,0,0,37.878787878787875,100,62.121212121212125,0.0,1,1996
b3112,missing,everything but the girl,5.599210526315797,3.825263157894734,5.395263157894736,1.65719298245614,2.324561403508775,2.1246491228070186,0,0,0,0,55,169,114,0,62.21345029239775,42.50292397660815,59.94736842105263,0,0,0,0,0,0,0,32.544378698224854,100,67.45562130177515,0.0,1,1996
b3113,ironic,alanis morissette,6.052680412371133,4.317216494845359,5.421134020618556,1.6789690721649488,2.445463917525773,2.2158762886597945,0,0,0,0,57,154,97,0,67.25200458190149,47.96907216494843,60.234822451317285,0,0,0,0,0,0,0,37.01298701298701,100,62.98701298701299,0.0,1,1996
b3114,exhale shoop shoop,whitney houston,5.845853658536585,4.355365853658537,5.833170731707318,1.7509756097560973,2.4151219512195117,2.0543902439024393,0,0,0,0,132,173,41,0,64.9539295392954,48.392953929539296,64.8130081300813,0,0,0,0,0,0,0,76.30057803468208,100,23.699421965317917,0.0,1,1996
b3115,follow you down  til i hear it from you,gin blossoms,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3116,sittin up in my room,brandy,5.4715217391304325,3.86358695652174,5.266304347826087,1.5488043478260862,2.233369565217391,2.135869565217391,0,0,0,0,61,153,92,0,60.79468599033814,42.928743961352666,58.514492753623195,0,0,0,0,0,0,0,39.869281045751634,100,60.130718954248366,0.0,1,1996
b3117,how do u want it  california love,2pac featuring kci  jojo  featuring dr dre,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3118,its all coming back to me now,celine dion,5.829350649350645,4.0911688311688295,5.534545454545457,1.6988961038961035,2.3231168831168825,2.148181818181818,0,0,0,0,76,230,154,0,64.77056277056272,45.45743145743144,61.49494949494952,0,0,0,0,0,0,0,33.04347826086956,100,66.95652173913044,0.0,5,1996
b3119,change the world,eric clapton,6.345624999999999,4.183958333333335,5.565208333333334,1.722083333333333,2.5102083333333334,2.3241666666666667,0,0,0,0,19,67,48,0,70.50694444444443,46.488425925925945,61.83564814814817,0,0,0,0,0,0,0,28.35820895522388,100,71.64179104477611,0.0,1,1996
b3120,hey lover,ll cool j,6.1311111111111085,4.582751322751324,5.6606349206349185,1.6472486772486756,2.3406349206349217,2.1462962962962973,0,0,0,0,120,309,189,0,68.12345679012343,50.91945914168138,62.8959435626102,0,0,0,0,0,0,0,38.83495145631068,100,61.165048543689316,0.0,1,1996
b3121,loungin,ll cool j,6.004968553459122,4.236540880503142,5.732704402515725,1.6513207547169813,2.3988679245283016,2.12622641509434,0,0,0,0,134,293,159,0,66.72187281621247,47.07267645003491,63.69671558350805,0,0,0,0,0,0,0,45.73378839590443,100,54.26621160409556,0.0,1,1996
b3122,insensitive,jann arden,5.994696969696969,4.093636363636363,5.672424242424243,1.6901515151515156,2.363030303030303,2.161666666666667,0,0,0,0,40,106,66,0,66.6077441077441,45.48484848484847,63.02693602693603,0,0,0,0,0,0,0,37.735849056603776,100,62.264150943396224,0.0,1,1996
b3123,be my lover,la bouche,6.79125,4.91775,5.972250000000001,1.5439999999999994,2.1952500000000006,2.13125,0,0,0,0,285,325,40,0,75.45833333333333,54.641666666666666,66.35833333333333,0,0,0,0,0,0,0,87.6923076923077,100,12.307692307692308,0.0,1,1996
b3124,name,goo goo dolls,5.286206896551724,3.848448275862068,5.309310344827585,1.7082758620689653,2.2653448275862074,2.268620689655172,0,0,0,0,42,100,58,0,58.73563218390805,42.76053639846742,58.99233716475094,0,0,0,0,0,0,0,42.0,100,57.99999999999999,0.0,1,1996
b3125,who will save your soul,jewel,5.713934426229508,4.431967213114755,5.6119672131147516,1.7730327868852462,2.430327868852459,2.2004098360655746,0,0,0,0,38,160,122,0,63.48816029143898,49.2440801457195,62.35519125683057,0,0,0,0,0,0,0,23.75,100,76.25,0.0,1,1996
b3126,where do you go,no mercy,6.127789473684213,4.305157894736845,5.506105263157892,1.6141052631578952,2.352947368421053,2.214000000000001,0,0,0,0,130,225,95,0,68.08654970760237,47.83508771929828,61.17894736842103,0,0,0,0,0,0,0,57.77777777777777,100,42.22222222222222,0.0,1,1996
b3127,i cant sleep baby if i,r kelly,5.807966101694914,4.264576271186441,5.459152542372881,1.7455932203389832,2.4103389830508486,2.231016949152543,0,0,0,0,43,102,59,0,64.53295668549904,47.38418079096046,60.657250470809785,0,0,0,0,0,0,0,42.15686274509804,100,57.84313725490197,0.0,1,1996
b3128,counting blue cars,dishwalla,5.887341772151895,4.0196202531645575,5.591265822784808,1.6649367088607596,2.3249367088607595,2.189240506329114,0,0,0,0,35,114,79,0,65.41490857946549,44.662447257383974,62.12517580872009,0,0,0,0,0,0,0,30.701754385964914,100,69.2982456140351,0.0,1,1996
b3129,you learn  you oughta know,alanis morissette,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3130,one of us,joan osborne,5.989285714285713,4.032619047619047,5.5182142857142855,1.7576190476190465,2.391547619047619,2.1373809523809517,0,0,0,0,57,141,84,0,66.54761904761904,44.8068783068783,61.31349206349206,0,0,0,0,0,0,0,40.42553191489361,100,59.57446808510638,0.0,1,1996
b3131,wonder,natalie merchant,6.189052631578944,4.0668421052631585,5.662421052631579,1.675999999999999,2.286315789473685,2.194315789473683,0,0,0,0,25,120,95,0,68.76725146198827,45.18713450292398,62.915789473684214,0,0,0,0,0,0,0,20.833333333333336,100,79.16666666666666,0.0,1,1996
b3132,not gon cry,mary j blige,4.8965573770491835,4.4718032786885225,4.702704918032786,1.8841803278688514,2.4400819672131138,2.1300000000000012,0,0,0,0,160,282,122,0,54.406193078324264,49.68670309653914,52.25227686703095,0,0,0,0,0,0,0,56.73758865248227,100,43.262411347517734,0.0,1,1996
b3133,gangstas paradise,coolio featuring lv,5.752125984251966,4.357952755905511,5.625275590551176,1.8318110236220488,2.40795275590551,2.139133858267718,0,0,0,0,122,249,127,0,63.91251093613295,48.42169728783901,62.503062117235295,0,0,0,0,0,0,0,48.99598393574297,100,51.00401606425703,0.0,1,1996
b3134,only you,112 featuring the notorious big and mase,6.288072289156626,4.087469879518073,5.699397590361446,1.657349397590361,2.3298795180722895,2.2406024096385533,0,0,0,0,54,137,83,0,69.86746987951807,45.416331994645255,63.326639892904964,0,0,0,0,0,0,0,39.416058394160586,100,60.58394160583942,0.0,1,1996
b3135,down low nobody has to know,r kelly featuring the isley brothers,6.118148148148147,3.9238888888888903,5.400185185185187,1.6466666666666665,2.3064814814814816,2.0518518518518523,0,0,0,0,50,104,54,0,67.97942386831274,43.59876543209878,60.002057613168745,0,0,0,0,0,0,0,48.07692307692308,100,51.92307692307693,0.0,3,1996
b3136,youre the one,swv,6.02376,3.8553600000000072,5.513359999999992,1.7501599999999982,2.3002399999999974,2.2909599999999974,0,0,0,0,73,198,125,0,66.93066666666667,42.83733333333342,61.25955555555546,0,0,0,0,0,0,0,36.868686868686865,100,63.13131313131313,0.0,1,1996
b3137,sweet dreams,la bouche,6.980112359550556,4.43258426966292,5.833146067415729,1.5738202247191007,2.634943820224719,2.1596629213483167,0,0,0,0,80,169,89,0,77.55680399500618,49.250936329588,64.81273408239699,0,0,0,0,0,0,0,47.337278106508876,100,52.662721893491124,0.0,1,1996
b3138,before you walk out of my life  like this and like that,monica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3139,breakfast at tiffanys,deep blue something,6.051249999999999,3.798194444444445,5.954166666666666,1.6481944444444445,2.2429166666666664,2.0431944444444445,0,0,0,0,76,148,72,0,67.2361111111111,42.202160493827165,66.15740740740739,0,0,0,0,0,0,0,51.35135135135135,100,48.64864864864865,0.0,1,1996
b3140,1 2 3 4 sumpin new,coolio,5.9572398190045215,4.001312217194565,5.591809954751138,1.6490045248868763,2.288190045248865,2.092126696832581,0,0,0,0,214,435,221,0,66.19155354449468,44.45902463549517,62.131221719457095,0,0,0,0,0,0,0,49.195402298850574,100,50.804597701149426,0.0,3,1996
b3141,the world i know,collective soul,6.044626865671639,4.157761194029853,5.584925373134327,1.6653731343283569,2.356268656716418,2.1507462686567167,0,0,0,0,28,95,67,0,67.16252072968489,46.197346600331706,62.054726368159194,0,0,0,0,0,0,0,29.47368421052631,100,70.52631578947368,0.0,1,1996
b3142,no diggity,blackstreet featuring dr dre,5.770242718446602,4.028398058252421,5.559174757281548,1.581067961165048,2.311553398058251,2.004466019417473,0,0,0,0,144,350,206,0,64.11380798274003,44.7599784250269,61.768608414239424,0,0,0,0,0,0,0,41.14285714285714,100,58.857142857142854,0.0,1,1996
b3143,anything,3t,6.551656441717793,4.502944785276076,5.634601226993866,1.513067484662577,2.5266257668711676,2.264907975460126,0,0,0,0,97,260,163,0,72.79618268575327,50.032719836400844,62.606680299931845,0,0,0,0,0,0,0,37.30769230769231,100,62.69230769230769,0.0,1,1996
b3144,1979,the smashing pumpkins,5.649743589743589,4.086794871794873,5.516923076923077,1.6764102564102563,2.383717948717949,2.1666666666666674,0,0,0,0,35,113,78,0,62.77492877492877,45.40883190883192,61.2991452991453,0,0,0,0,0,0,0,30.973451327433626,100,69.02654867256636,0.0,3,1996
b3145,diggin on you,tlc,6.58041666666667,4.213416666666668,5.537499999999998,1.6994166666666686,2.4310000000000005,2.1985833333333327,0,0,0,0,100,220,120,0,73.11574074074078,46.81574074074076,61.52777777777775,0,0,0,0,0,0,0,45.45454545454545,100,54.54545454545454,0.0,1,1996
b3146,why i love you so much  aint nobody,monica,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,100.0,100,0.0,0.0,NA,1996
b3147,kissin you,total,6.133518518518514,4.213148148148148,5.870925925925927,1.6387037037037036,2.4540740740740747,2.233148148148148,0,0,0,0,84,138,54,0,68.15020576131683,46.81275720164609,65.23251028806585,0,0,0,0,0,0,0,60.86956521739131,100,39.130434782608695,0.0,1,1996
b3148,count on me,whitney houston featuring cece winans,5.751325301204819,4.026506024096386,5.542891566265061,1.6020481927710843,2.3601204819277104,2.212530120481928,0,0,0,0,44,127,83,0,63.90361445783132,44.738955823293175,61.58768406961178,0,0,0,0,0,0,0,34.645669291338585,100,65.35433070866141,0.0,1,1996
b3149,fantasy,mariah carey,6.507757009345791,4.350093457943923,5.715981308411221,1.6868224299065409,2.5524299065420557,2.1344859813084134,0,0,0,0,33,140,107,0,72.30841121495322,48.33437175493248,63.51090342679135,0,0,0,0,0,0,0,23.57142857142857,100,76.42857142857142,0.0,1,1996
b3150,time,hootie  the blowfish,5.740340909090912,4.123522727272728,5.2731818181818175,1.7232954545454549,2.4063636363636367,2.205,0,0,0,0,45,133,88,0,63.78156565656569,45.8169191919192,58.590909090909086,0,0,0,0,0,0,0,33.83458646616541,100,66.16541353383458,0.0,3,1996
b3151,youll see,madonna,6.0608333333333295,4.000333333333333,5.741166666666666,1.7176666666666665,2.3080000000000003,2.193833333333333,0,0,0,0,46,106,60,0,67.34259259259255,44.44814814814814,63.79074074074073,0,0,0,0,0,0,0,43.39622641509434,100,56.60377358490566,0.0,1,1996
b3152,last night,az yet,6.525999999999999,4.217600000000002,5.574900000000005,1.718499999999999,2.6092,2.2767999999999997,0,0,0,0,55,155,100,0,72.5111111111111,46.86222222222224,61.943333333333385,0,0,0,0,0,0,0,35.483870967741936,100,64.51612903225806,0.0,1,1996
b3153,mouth,merril bainbridge,5.587358490566036,4.4022641509434,5.533490566037734,1.6146226415094336,2.3846226415094343,2.2035849056603785,0,0,0,0,42,148,106,0,62.081761006289284,48.91404612159333,61.48322851153037,0,0,0,0,0,0,0,28.37837837837838,100,71.62162162162163,0.0,1,1996
b3154,the earth the sun the rain,color me badd,6.774750000000001,4.436250000000002,5.538749999999999,1.676999999999998,2.6215833333333327,2.5013333333333327,0,0,0,0,62,182,120,0,75.27500000000002,49.29166666666669,61.54166666666666,0,0,0,0,0,0,0,34.065934065934066,100,65.93406593406593,0.0,1,1996
b3155,all the things your man wont do,joe,5.997976190476186,4.371607142857142,5.578571428571433,1.6740476190476208,2.4248809523809527,2.2617857142857143,0,0,0,0,142,310,168,0,66.64417989417984,48.57341269841269,61.98412698412702,0,0,0,0,0,0,0,45.806451612903224,100,54.19354838709678,0.0,1,1996
